(ry,date,ggrks,hshs,iphone,orz,w ,うｐ,まどかマギカ,まどマギ,エヴァ,オワコン,コードギアス,ジワる,ステマ,ソシャゲ,ソース,チラ裏,ナマポ,メシウマ,ワンチャン,今北産業,初音ミク,尊師,情弱,禿同,笑 ,結月ゆかり,自宅警備員,艦これ,香具師
0.0,2000/10,0.0,0.0,0.0,0.0,0.002320689239344526,3.483713638738896e-05,0.0,0.0,0.00030817466804228694,0.0,0.0,0.0,1.3398898610534214e-05,0.0,0.0015140755429903661,0.0,0.0,0.0,5.359559444213685e-06,0.0,0.0,4.823603499792317e-05,0.0,0.0,0.004303726233703589,0.0,0.0,0.0,8.039339166320528e-06
0.0,2000/11,0.0,3.4575516385337217e-06,0.0,0.0,0.003115254026318883,1.3830206554134887e-05,0.0,0.0,0.0004702270228405861,0.0,0.0,0.0,3.4575516385337217e-06,0.0,0.0019051109528320806,0.0,0.0,0.0,3.4575516385337217e-06,0.0,0.0,3.1117964746803495e-05,0.0,0.0,0.004200925240818471,0.0,0.0,0.0,0.0
0.0,2000/12,0.0,0.0,0.0,3.980574795000398e-06,0.003088926040920309,3.5825173155003584e-05,0.0,0.0,0.000409999203885041,0.0,0.0,0.0,0.0,0.0,0.0021335880901202134,0.0,0.0,0.0,0.0,0.0,0.0,3.184459836000318e-05,0.0,0.0,0.004187564684340419,0.0,0.0,0.0,7.961149590000796e-06
0.0,2000/98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2001/01,0.0,0.0,0.0,7.015549966500749e-06,0.00215728161469898,1.0523324949751124e-05,0.0,0.0,0.0002876375486265307,0.0,0.0,0.0,1.4031099933001498e-05,0.0,0.002020478390352216,0.0,0.0,0.0,0.0,0.0,0.0,5.612439973200599e-05,0.0,0.0,0.003946246856156671,0.0,0.0,0.0,0.0
0.0,2001/02,0.0,0.0,0.0,0.0,0.0025844965792119288,3.113851300255336e-05,0.0,0.0,0.00013345077001094297,0.0,0.0,0.0,8.89671800072953e-06,0.0,0.002219731141182018,0.0,0.0,0.0,0.0,0.0,0.0,8.896718000729531e-05,0.0,0.0,0.0034608233022837874,0.0,0.0,0.0,8.89671800072953e-06
0.0,2001/03,0.0,0.0,1.1966088106306727e-05,0.0,0.003006479636709565,2.3932176212613454e-05,0.0,0.0,0.00023932176212613452,0.0,0.0,0.0,1.1966088106306727e-05,0.0,0.002809039182955504,0.0,0.0,0.0,0.0,0.0,0.0,0.00010470327093018386,0.0,0.0,0.00397573277332041,0.0,0.0,0.0,0.0
2.6691514039736384e-05,2001/04,0.0,2.426501276339671e-06,0.0,0.00041735821953042346,0.0037974744974715855,8.735404594822816e-05,0.0,0.0,0.0007279503829019014,0.0,0.0,0.0,9.706005105358685e-06,0.0,0.0020479670772306827,9.220704850090751e-05,0.0,0.0,2.426501276339671e-06,0.0,0.0,3.154451659241573e-05,0.0,3.39710178687554e-05,0.003855710528103738,0.0,0.0,0.0,8.492754467188849e-05
1.5447665626008926e-06,2001/05,0.0,0.0,0.0,4.634299687802677e-06,0.0039020803371298545,2.6261031564215175e-05,0.0,0.0,0.0003151323787705821,0.0,0.0,0.0,6.1790662504035706e-06,0.0,0.0023773957398427734,0.0,0.0,0.0,0.0,0.0,0.0,4.634299687802678e-05,0.0,1.5447665626008926e-06,0.003332061475530125,0.0,0.0,0.0,7.723832813004462e-06
0.0,2001/06,0.0,0.0,0.0,8.102283223412357e-06,0.004735784544084523,8.507397384582976e-05,0.0,0.0,0.00023294064267310527,0.0,0.0,0.0,1.4178995640971626e-05,0.0,0.002178501401694998,0.0,0.0,0.0,3.038356208779634e-06,0.0,0.0,6.684383659315196e-05,0.0,4.354977232584142e-05,0.0032662329244381068,0.0,0.0,0.0,1.4178995640971626e-05
0.0,2001/07,0.0,0.0,0.0,4.524613899613899e-06,0.004877533783783783,6.259049227799228e-05,0.0,0.0,0.0002450832528957529,0.0,0.0,0.0,8.295125482625483e-06,0.0,0.0021039454633204635,0.0,0.0,0.0,2.9409990347490348e-05,0.0,0.0,6.40986969111969e-05,0.0,8.898407335907336e-05,0.0037456262065637064,0.0,0.0,0.0,1.0557432432432433e-05
5.8440478638145585e-06,2001/08,0.0,0.0,1.0625541570571926e-06,1.5938312355857887e-06,0.005272925004396318,0.0002863583453269134,0.0,0.0,0.0002582006601648978,0.0,0.0,0.0,1.965725190555806e-05,0.0,0.002028947162900709,0.0,0.0,0.0,5.312770785285962e-06,0.0,0.0,4.834621414610226e-05,5.312770785285963e-07,0.0003277979574521439,0.0032126324938624214,0.0,0.0,0.0,7.969156177928943e-06
0.0,2001/09,0.0,0.0,1.2494861488212973e-06,8.121659967338433e-06,0.006155593512168121,0.00016805588701646447,0.0,0.0,0.0003598520108605336,0.0,0.0,0.0,1.6868063009087512e-05,0.0,0.0022197121433810345,0.0,6.247430744106487e-07,0.0,6.8721738185171345e-06,0.0,0.0,4.685573058079865e-05,0.0,0.0008858856795142997,0.0034642003476070466,0.0,0.0,0.0,2.0616521455551404e-05
8.732339389356238e-07,2001/10,0.0,0.0,0.0,8.732339389356239e-06,0.006609944300773205,0.0003047586446885327,0.0,0.0,0.0002047733586804038,0.0,0.0,0.0,1.353512605350217e-05,0.0,0.0020900854328424158,0.0,1.3098509084034358e-06,0.0,2.6197018168068716e-06,0.0,0.0,6.680239632857523e-05,0.0,0.0012478512987390065,0.0026664198325399274,0.0,0.0,0.0,1.353512605350217e-05
0.0,2001/11,0.0,0.0,0.0,4.4382815734595835e-06,0.0068634854332428556,0.00036140292812456606,0.0,0.0,0.00016358237799322465,0.0,0.0,0.0,1.6485045844278452e-05,0.0,0.001962354495693916,0.0,0.0,0.0,2.536160899119762e-06,0.0,0.0,5.5795539780634764e-05,0.0,0.0012737868115829003,0.003151813957381084,0.0,0.0,0.0,1.2046764270818869e-05
4.083232613595532e-06,2001/12,0.0,0.0,0.0,2.916594723996808e-06,0.007845639807551414,0.0007151490263240174,0.0,0.0,0.0002216611990237574,0.0,0.0,0.0,1.1666378895987232e-05,0.0,0.00202878329001218,0.0,0.0,0.0,2.916594723996808e-06,0.0,0.0,3.091590407436616e-05,0.0,0.0013171341773569585,0.003360500440989122,0.0,0.0,0.0,8.749784171990425e-06
0.0,2001/21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2001/29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9799125851999786e-06,2002/01,0.0,0.0,0.0,5.57187761927997e-06,0.008819486288803153,0.00047281361512175745,0.0,0.0,0.0005221645311782372,0.0,0.0,0.0,1.114375523855994e-05,0.0,0.003131395222035343,0.0,0.0,0.0,1.5919650340799914e-06,0.0,0.0,2.4675458028239868e-05,0.0,0.00185543524722023,0.0030549809003995038,0.0,0.0,0.0,6.367860136319966e-06
2.4265444551032656e-06,2002/02,0.0,0.0,8.088481517010886e-07,2.0221203792527214e-05,0.010739885758287054,0.000639798887995561,0.0,0.0,0.0005362663245778217,0.0,0.0,0.0,1.698581118572286e-05,0.0,0.002894058686786495,0.0,0.0,0.0,8.088481517010886e-07,0.0,0.0,6.713439659119035e-05,0.0,0.0018029225301417263,0.0026077264410843096,0.0,0.0,0.0,1.4559266730619593e-05
1.583132590418575e-05,2002/03,0.0,1.0213758647861774e-06,2.5534396619654437e-06,9.703070715468686e-06,0.01008404391303393,0.0008926825058231192,0.0,0.0,0.00046676877020728315,0.0,0.0,0.0,1.4809950039399574e-05,0.0,0.002575399243058347,0.0,0.0,0.0,2.5534396619654437e-06,0.0,0.0,3.268402767315768e-05,0.0,0.0017220397080294954,0.001971766106969716,0.0,0.0,0.0,9.447726749272142e-05
2.1817904135765545e-05,2002/04,0.0,0.0,0.0,1.7727047110309504e-05,0.010114871265274805,0.0010177143199995636,0.0,0.0,0.0004186310356050014,0.0,0.0,0.0,1.2272571076368119e-05,0.0,0.0024736048813924186,0.0,0.0,0.0,2.727238016970693e-06,0.0,0.0,2.04542851272802e-05,0.0,0.0016245247787755428,0.0023999694549342097,0.0,0.0,0.0,6.181739505133571e-05
4.6560667897550866e-05,2002/05,0.0,0.0,4.351464289490735e-07,8.702928578981471e-06,0.010228987105305872,0.0015974225406720488,0.0,0.0,0.0004529874325359855,0.0,0.0,0.0,2.1322175018504602e-05,0.0,0.002291481094845821,0.0,0.0,0.0,3.0460250026435146e-06,0.0,0.0,6.701255005815732e-05,0.0,0.0015943765156694054,0.001978175666002488,0.0,0.0,4.351464289490735e-07,8.180752864242583e-05
4.564430743638747e-05,2002/06,0.0,4.22632476262847e-07,1.2678974287885408e-06,1.0988444382834022e-05,0.010217562746130589,0.001629248195993275,0.0,0.0,0.00045137148464872057,0.0,0.0,0.0,1.7327931526776727e-05,0.0,0.002355753422689109,0.0,0.0,0.0,4.22632476262847e-06,0.0,0.0,9.382440973035202e-05,0.0,0.0014673799575846047,0.0018950840235626059,0.0,0.0,0.0,0.0002835863915723703
7.900772074991675e-05,2002/07,0.0,0.0,0.0,1.4430633926925434e-05,0.01031140947248457,0.0017558473830586521,0.0,0.0,0.0004419381640120914,0.0,0.0,0.0,1.731676071231052e-05,0.0,0.002588855726490423,0.0,0.0,0.0,3.6076584817313586e-06,0.0,0.0,4.978568704789275e-05,0.0,0.0013564795891309908,0.0018088799627401031,0.0,0.0,0.0,0.0005451171965896083
6.379001321778781e-05,2002/08,0.0,1.2426625951517105e-06,3.7279877854551313e-06,1.2012405086466535e-05,0.011163252313112866,0.0013797697014834491,0.0,0.0,0.00021125264117579078,0.0,0.0,0.0,1.5326172006871097e-05,0.0,0.0025598849460125236,0.0,1.2012405086466535e-05,0.0,4.142208650505701e-06,0.0,0.0,3.230922747394447e-05,0.0,0.0015487718144240818,0.0017931621248039181,0.0,0.0,0.0,0.0011183963356365394
6.651592083331712e-05,2002/09,0.0,0.0,1.0614242686167624e-06,9.552818417550863e-06,0.011398989028764952,0.001327134143860492,0.0,0.0,0.00032338059383857365,0.0,0.0,0.0,1.627517211879036e-05,0.0,0.0024423372420871703,0.0,1.0614242686167624e-06,0.0,2.122848537233525e-06,0.0,0.0,3.007368761080827e-05,0.0,0.0016052273022380838,0.0015146524313161202,0.0,0.0,0.0,0.0028124205037448817
0.0001026662801824263,2002/10,0.0,0.0,9.221522172074219e-07,6.762449592854427e-06,0.010847276531010903,0.001345727468978031,0.0,0.0,0.0005121018646225216,0.0,0.0,0.0,8.914138099671745e-06,0.0,0.002160295260844587,0.0,3.0738407240247394e-07,0.0,2.1516885068173174e-06,0.0,0.0,3.750085683310182e-05,0.0,0.0014465494447260423,0.0014652998731425934,0.0,0.0,0.0,0.0037153512831287028
0.00015278190644152495,2002/11,0.0,2.4592660996623737e-06,4.303715674409154e-06,1.6907454435178817e-05,0.011378102018350428,0.0015705488128968832,0.0,0.0,0.0004288345261286264,0.0,0.0,1.1681513973396274e-05,9.2222478737339e-06,0.0,0.0023624324969881674,0.0,6.148165249155934e-07,0.0,3.996307411951357e-06,0.0,0.0,4.150011543180255e-05,0.0,0.0014389780765649463,0.0017297862928500219,0.0,0.0,0.0,0.004123267024346427
0.00023396607771235652,2002/12,0.0,0.0,2.4444217074425306e-06,1.7809358154224152e-05,0.010013049719886733,0.0015909693284440244,0.0,0.0,0.0008328493960357765,0.0,0.0,3.492031010632187e-07,2.7936248085057494e-06,0.0,0.0024664215028095135,0.0,0.0,3.492031010632187e-07,1.7460155053160933e-06,0.0,0.0,2.8285451186120713e-05,0.0,0.0012951943018434781,0.0016915398215502312,0.0,0.0,0.0,0.0038503133923230492
0.000381417724729342,2003/01,0.0,0.0,9.906953889073818e-07,1.1888344666888582e-05,0.00975009378583015,0.0017924981903297563,0.0,0.0,0.0005323336556395666,0.0,0.0,1.651158981512303e-06,6.604635926049212e-06,0.0,0.0022994039976540334,0.0,3.302317963024606e-07,0.0,5.944172333444291e-06,0.0,0.0,1.9813907778147636e-05,0.0,0.001032304595241492,0.0015167546404172016,0.0,0.0,0.0,0.004074069670983457
0.0005258554427628614,2003/02,0.0,0.0,1.060192424925124e-06,1.6963078798801983e-05,0.009316264235292039,0.0016793448010813962,0.0,0.0,0.0005922941680581692,0.0,0.0,1.4135898999001652e-06,8.12814192442595e-06,0.0,0.0017913718006484843,0.0,0.0,0.0,3.533974749750413e-06,0.0,0.0,3.85203247722795e-05,0.0,0.0008834936874376032,0.0010502972956258228,0.0,0.0,0.0,0.004313922977020329
0.0006553310765968018,2003/03,0.0,0.0,4.6345903578274525e-07,2.641716503961648e-05,0.011180022320187163,0.0015498070156575,0.0,0.0,0.0006214985669846613,0.0,0.0,9.269180715654905e-07,1.1586475894568631e-05,0.0,0.002514265269121393,0.0,9.269180715654905e-07,0.0,8.342262644089414e-06,0.0,0.0,4.0320936113098835e-05,0.0,0.0011206439485226779,0.0012884161194760318,0.0,0.0,0.0,0.004517335221774418
0.0006236141622406756,2003/04,0.0,0.0,0.0,2.545363927512962e-05,0.010282038639445506,0.001845799390015851,0.0,0.0,0.0006646684191360461,0.0,0.0,0.0,8.621393948027775e-06,0.0,0.002093356559094934,0.0,0.0,0.0,4.515968258490739e-06,0.0,0.0,4.1464799464324055e-05,0.0,0.0009967973574195922,0.0012086373229997032,0.0,0.0,0.0,0.004419080212217665
0.0007440907966391072,2003/05,0.0,1.9089040447386025e-06,0.0,8.39917779684985e-06,0.011008267845198571,0.001547357618665111,0.0,0.0,0.0006772791550732561,0.0,0.0,7.63561617895441e-07,7.253835370006689e-06,0.0,0.0024334708762327704,0.0,0.0,0.0,1.1453424268431614e-06,0.0,0.0,4.695903950056962e-05,0.0,0.0010777672236594149,0.001382046528390748,0.0,0.0,0.0,0.004607712583190038
0.0007670694237368143,2003/06,0.0,0.0,0.0,9.732839635042846e-06,0.010495042638962138,0.001514977319442138,0.0,0.0,0.00045196874055230217,0.0,0.0,0.0,1.155774706661338e-05,0.0,0.0021019892099306595,0.0,0.0,0.0,3.345663624545978e-06,0.0,0.0,4.1364568448932096e-05,0.0,0.0011308343050965407,0.0012902095541203673,0.0,0.0,0.0,0.004818363921823399
0.0007163566887627391,2003/07,0.0,3.05743358413461e-07,0.0,9.172300752403831e-06,0.010395579929416088,0.0012810646717524017,0.0,0.0,0.0003341774907459129,0.0,0.0,0.0,8.560814035576908e-06,0.0,0.0022273403660420634,0.0,6.11486716826922e-07,0.0,2.445946867307688e-06,0.0,0.0,2.629392882355765e-05,0.0,0.0010428905955483156,0.001347716723886536,0.0,0.0,0.0,0.0046289544463798
0.0007380258755663313,2003/08,0.0,9.638997068780992e-06,9.638997068780991e-07,1.3494595896293388e-05,0.010887568489090423,0.0016534092971982328,0.0,0.0,0.0003116609052239187,0.0,0.0,0.0,1.028159687336639e-05,0.0,0.0021735938390101137,0.0,3.212999022926997e-07,1.6064995114634986e-06,4.176898729805096e-06,0.0,0.0,3.309388993614807e-05,0.0,0.0011563583483514262,0.0014959723450748098,0.0,0.0,0.0,0.0051089897463562186
0.00091191099440412,2003/09,0.0,2.752523375804769e-07,0.0,3.303028050965723e-06,0.011877688871272739,0.00161600647393498,0.0,0.0,0.00029727252458691504,0.0,0.0,0.0,9.083327140155739e-06,0.0,0.002207798999733005,0.0,5.505046751609538e-07,1.8166654280311477e-05,6.330803764350969e-06,0.0,0.0,2.2845944019179582e-05,0.0,0.0011037618736977125,0.0014635166789153957,0.0,0.0,0.0,0.0053632917977555926
0.0010557145938081566,2003/10,0.0,0.0,7.14124866161098e-07,7.37929028366468e-06,0.012374355680839506,0.0017922153724423023,0.0,0.0,0.0005020297809112519,0.0,0.0,2.3804162205369933e-07,1.071187299241647e-05,0.0,0.0020414449507325256,0.0,0.0,7.14124866161098e-07,4.522790819020287e-06,0.0,0.0,2.0709621118671843e-05,0.0,0.0010947534198249632,0.001448007186952653,0.0,0.0,0.0,0.005428539190934613
0.0010658844525311144,2003/11,0.0,0.0,1.8341741493329567e-06,3.553712414332604e-05,0.012610176548432744,0.0020891243560902375,0.0,0.0,0.0008031390056391684,0.0,0.0,0.0,2.1322274485995622e-05,0.0,0.0020953146938442364,0.0,2.2927176866661958e-07,4.5854353733323917e-07,7.336696597331827e-06,0.0,0.0,3.0493145232660405e-05,0.0,0.0010977532283757746,0.0013815916779850496,0.0,0.0,0.0,0.005456209550728213
0.0010787346130660229,2003/12,0.0,2.0021058148961078e-07,2.2023163963857183e-06,0.00011992613831227685,0.012135964607574247,0.0023002193707341383,0.0,0.0,0.0006935294542800117,0.0,0.0,0.0,1.4014740704272755e-05,0.0,0.0019806832826767193,0.0,6.006317444688323e-07,8.008423259584431e-07,5.405685700219491e-06,0.0,0.0,2.863011315301434e-05,0.0,0.0010787346130660229,0.0012198830730161985,0.0,0.0,0.0,0.005550437950636479
0.0011386401860927124,2004/01,0.0,0.0,2.2963069151970577e-06,0.00018960934242627132,0.011917996911795244,0.0020184537784582136,0.0,0.0,0.0005417644100639915,0.0,0.0,0.0,1.9682630701689065e-05,0.0,0.0019024902792407622,0.0,4.920657675422266e-07,3.280438450281511e-07,4.2645699853659645e-06,0.0,0.0,2.1486871849343897e-05,0.0,0.0010011898150259172,0.0013195563666257377,0.0,0.0,0.0,0.004992499277483431
0.0012077736705339824,2004/02,0.0,2.741513268718607e-07,3.0156645955904677e-06,0.0005951825306388096,0.011747110205132359,0.0022491374856567453,0.0,0.0,0.0005462465187921825,0.0,0.0,0.0,1.4804171651080478e-05,0.0,0.0018843791452537346,0.0,5.483026537437214e-07,2.741513268718607e-07,3.97519423964198e-06,0.0,0.0,5.990206492150157e-05,0.0,0.000956651055119358,0.001275351972607896,0.0,0.0,0.0,0.005099077604153173
0.0013042937277138362,2004/03,0.0,8.515056162649494e-07,2.7673932528610853e-06,0.0012230813795625667,0.011443277538782621,0.0020605371531591445,0.0,0.0,0.0005055814596573137,0.0,0.0,0.0,1.3517651658206071e-05,0.0,0.001918548591646964,0.0,2.341640444728611e-06,8.515056162649494e-07,6.38629212198712e-06,0.0,0.0,6.694962907883164e-05,0.0,0.0009165393577071849,0.0011796545931330542,0.0,0.0,0.0,0.005083701405505814
0.0013418635730564569,2004/04,0.0,7.197184132553213e-07,3.4957751500972753e-06,0.002109803119999885,0.01187422283263483,0.002099315794549593,0.0,0.0,0.000500409931044807,0.0,0.0,0.0,1.2543663773878457e-05,0.0,0.0019326495734228964,0.0,8.636620959063857e-06,1.1001410031188483e-05,6.37464880311856e-06,0.0,0.0,3.41352161715381e-05,0.0,0.0008480339246471272,0.0011823945360623137,0.0,0.0,0.0,0.004693489406670309
0.0011936626164166736,2004/05,0.0,1.0019832253980303e-07,2.4047597409552726e-06,0.0026863170272921192,0.010762702617290404,0.002207469243874401,0.0,0.0,0.0004884668223815398,0.0,0.0,0.0,1.2424591994935576e-05,0.0,0.0019933454286068415,0.0,5.911701029848379e-06,1.352677354287341e-05,3.206346321273697e-06,0.0,0.0,2.5851167215269182e-05,0.0,0.0007456759163412142,0.0010836448582679699,0.0,0.0,0.0,0.004380770859762728
0.0012492863825864682,2004/06,0.0,3.839232890554604e-07,2.3035397343327624e-06,0.004483456169589666,0.010247296508179293,0.0023745655428080224,0.0,0.0,0.0006595802105972809,0.0,0.0,0.0,1.6124778140329336e-05,0.0,0.0020747214540557083,0.0,2.1115780898050323e-06,9.02219729280332e-06,4.991002757720985e-06,0.0,0.0,2.111578089805032e-05,0.0,0.0006812718764289145,0.0009905220857630878,0.0,1.919616445277302e-07,0.0,0.003997025362356398
0.001247354295888195,2004/07,0.0,0.0,1.074276427080742e-05,0.005587908517484207,0.009829151851598977,0.002318049801545335,0.0,0.0,0.00030581068957565125,0.0,0.0,0.0,1.0265308080993758e-05,0.0,0.001926296997803224,0.0,9.549123796273264e-07,9.549123796273264e-07,8.116755226832274e-06,0.0,0.0,3.151210852770177e-05,0.0,0.0006830010795284452,0.0008644344316576371,0.0,0.0,0.0,0.0038050871047199887
0.0012768420591655126,2004/08,0.0,2.979099531417435e-07,5.95819906283487e-07,0.006647264784451722,0.01185681613504139,0.0022584553547675573,0.0,0.0,0.0002883768346412077,0.0,0.0,0.0,1.1618488172527995e-05,0.0,0.0026847644977133923,0.0,2.979099531417435e-07,8.63938864111056e-06,3.2770094845591784e-06,0.0,0.0,3.455755456444224e-05,0.0,0.0007709909587308321,0.0011395055707671688,0.0,0.0,0.0,0.0043545497850728644
0.0012618420922919193,2004/09,0.0,2.8166118131516057e-07,5.351562444988051e-06,0.008091280755640617,0.012459000694294812,0.0024093297449698835,0.0,0.0,0.00021518914252478265,0.0,0.0,0.0,8.731496620769978e-06,0.0,0.0026974691334552925,3.689761475228603e-05,5.633223626303211e-07,5.06990126367289e-06,4.78824008235773e-06,0.0,0.0,3.3236019395188944e-05,0.0,0.0007993544325724256,0.0010331332130640088,0.0,0.0,0.0,0.0042111163218429655
0.0011420778795374156,2004/10,0.0,1.994895859454001e-07,6.583156336198203e-06,0.007812610654379704,0.011196153521599635,0.0022602170087613832,0.0,0.0,0.0002022824401486357,0.0,0.0,0.0,1.1370906398887806e-05,0.0,0.0022520379357376216,2.114589611021241e-05,1.994895859454001e-07,5.186729234580403e-06,5.585708406471203e-06,0.0,0.0,3.171884416531862e-05,0.0,0.0006505355397679497,0.000933411772638527,0.0,0.0,0.0,0.0035782447031026416
0.0012637112484783846,2004/11,0.0,1.8567605766652728e-07,7.427042306661091e-07,0.008110330198873911,0.011340722250156154,0.0022654335795892996,0.0,0.0,0.0002307953396794934,0.0,0.0,0.0,1.4482732497989129e-05,0.0,0.002166653916910707,1.1883267690657746e-05,4.827577499329709e-06,9.283802883326364e-07,4.827577499329709e-06,0.0,0.0,2.6551676246313403e-05,0.0,0.000642996187699184,0.0009816693168829297,0.0,0.0,0.0,0.003640736138725267
0.00128278379495041,2004/12,0.0,0.0,9.065609858306784e-07,0.008440536058576531,0.011776227205940513,0.0025723667972945502,0.0,0.0,0.0004054594009127709,0.0,0.0,0.0,9.292250104764454e-06,0.0,0.002289293129468921,1.8131219716613568e-06,2.0397622181190267e-06,1.133201232288348e-06,5.212725668526401e-06,0.0,0.0,2.4250506370970647e-05,0.0,0.0006101155434640466,0.0009983502856460347,0.0,0.0,2.266402464576696e-07,0.003424987404468303
0.0,2004/14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2004/15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.001031902650385536,2005/01,0.0,1.6994444176309882e-06,2.0393333011571857e-06,0.007980930874078647,0.013293054234709589,0.0026715266245159134,0.0,0.0,0.0004421954374675831,0.0,0.0,0.0,2.583155514799102e-05,0.0,0.002995780619399906,4.078666602314371e-06,6.797777670523952e-07,3.398888835261976e-07,3.738777718788174e-06,0.0,0.0,3.568833277025075e-05,0.0,0.0007171655442402769,0.0011355687598610263,0.0,0.0,0.0,0.003314256503263953
